onet_id,onet_title,okz2,okz_name,group_employed,group_share
39-3012.00,Gambling and Sports Book Writers and Runners,42,Служащие сферы обслуживания населения,585622,0.007866
39-3021.00,Motion Picture Projectionists,35,Специалисты-техники в области информационно-коммуникационных технологий (ИКТ),259808,0.003490
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",42,Служащие сферы обслуживания населения,585622,0.007866
39-3091.00,Amusement and Recreation Attendants,96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
39-3092.00,Costume Attendants,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
39-4011.00,Embalmers,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-4012.00,Crematory Operators,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-4021.00,Funeral Attendants,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",51,Работники сферы индивидуальных услуг,3379517,0.045396
39-5011.00,Barbers,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
39-5091.00,"Makeup Artists, Theatrical and Performance",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
39-5092.00,Manicurists and Pedicurists,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-5093.00,Shampooers,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-5094.00,Skincare Specialists,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-6011.00,Baggage Porters and Bellhops,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
39-6012.00,Concierges,42,Служащие сферы обслуживания населения,585622,0.007866
39-7011.00,Tour Guides and Escorts,42,Служащие сферы обслуживания населения,585622,0.007866
39-7012.00,Travel Guides,42,Служащие сферы обслуживания населения,585622,0.007866
39-9011.00,Childcare Workers,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
39-9011.01,Nannies,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
39-9031.00,Exercise Trainers and Group Fitness Instructors,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
39-9032.00,Recreation Workers,24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
39-9041.00,Residential Advisors,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-1011.00,First-Line Supervisors of Retail Sales Workers,14,"Руководители в гостиничном и ресторанном бизнесе, розничной и оптовой торговле и родственных сферах обслуживания",871112,0.011701
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,14,"Руководители в гостиничном и ресторанном бизнесе, розничной и оптовой торговле и родственных сферах обслуживания",871112,0.011701
41-2011.00,Cashiers,52,Продавцы,5158606,0.069294
41-2012.00,Gambling Change Persons and Booth Cashiers,52,Продавцы,5158606,0.069294
41-2021.00,Counter and Rental Clerks,52,Продавцы,5158606,0.069294
41-2022.00,Parts Salespersons,52,Продавцы,5158606,0.069294
41-2031.00,Retail Salespersons,52,Продавцы,5158606,0.069294
41-3011.00,Advertising Sales Agents,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-3021.00,Insurance Sales Agents,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-3041.00,Travel Agents,42,Служащие сферы обслуживания населения,585622,0.007866
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",52,Продавцы,5158606,0.069294
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
41-4011.07,Solar Sales Representatives and Assessors,24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
41-9011.00,Demonstrators and Product Promoters,95,"Уличные торговцы и другие неквалифицированные работники, оказывающие различные уличные услуги",10407,0.000140
41-9012.00,Models,52,Продавцы,5158606,0.069294
41-9021.00,Real Estate Brokers,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-9022.00,Real Estate Sales Agents,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
41-9031.00,Sales Engineers,24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
41-9041.00,Telemarketers,52,Продавцы,5158606,0.069294
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",52,Продавцы,5158606,0.069294
41-9099.00,"Sales and Related Workers, All Other",52,Продавцы,5158606,0.069294
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-2011.00,"Switchboard Operators, Including Answering Service",83,Водители и операторы подвижного оборудования,6687464,0.089830
43-2021.00,Telephone Operators,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
43-3011.00,Bill and Account Collectors,42,Служащие сферы обслуживания населения,585622,0.007866
43-3021.00,Billing and Posting Clerks,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
43-3041.00,Gambling Cage Workers,14,"Руководители в гостиничном и ресторанном бизнесе, розничной и оптовой торговле и родственных сферах обслуживания",871112,0.011701
43-3051.00,Payroll and Timekeeping Clerks,44,Другие офисные служащие,487502,0.006548
43-3061.00,Procurement Clerks,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-3071.00,Tellers,42,Служащие сферы обслуживания населения,585622,0.007866
43-4011.00,Brokerage Clerks,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-4021.00,Correspondence Clerks,41,Служащие общего профиля и обслуживающие офисную технику,529960,0.007119
43-4031.00,"Court, Municipal, and License Clerks",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
43-4041.00,"Credit Authorizers, Checkers, and Clerks",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-4051.00,Customer Service Representatives,51,Работники сферы индивидуальных услуг,3379517,0.045396
43-4061.00,"Eligibility Interviewers, Government Programs",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-4071.00,File Clerks,44,Другие офисные служащие,487502,0.006548
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",42,Служащие сферы обслуживания населения,585622,0.007866
43-4111.00,"Interviewers, Except Eligibility and Loan",42,Служащие сферы обслуживания населения,585622,0.007866
43-4121.00,"Library Assistants, Clerical",44,Другие офисные служащие,487502,0.006548
43-4131.00,Loan Interviewers and Clerks,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-4141.00,New Accounts Clerks,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-4151.00,Order Clerks,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",44,Другие офисные служащие,487502,0.006548
43-4171.00,Receptionists and Information Clerks,42,Служащие сферы обслуживания населения,585622,0.007866
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,42,Служащие сферы обслуживания населения,585622,0.007866
43-4199.00,"Information and Record Clerks, All Other",41,Служащие общего профиля и обслуживающие офисную технику,529960,0.007119
43-5011.00,Cargo and Freight Agents,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-5011.01,Freight Forwarders,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-5021.00,Couriers and Messengers,44,Другие офисные служащие,487502,0.006548
43-5031.00,Public Safety Telecommunicators,42,Служащие сферы обслуживания населения,585622,0.007866
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-5041.00,"Meter Readers, Utilities",96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
43-5051.00,Postal Service Clerks,42,Служащие сферы обслуживания населения,585622,0.007866
43-5052.00,Postal Service Mail Carriers,44,Другие офисные служащие,487502,0.006548
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",44,Другие офисные служащие,487502,0.006548
43-5061.00,"Production, Planning, and Expediting Clerks",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-6011.00,Executive Secretaries and Executive Administrative Assistants,24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
43-6012.00,Legal Secretaries and Administrative Assistants,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-6013.00,Medical Secretaries and Administrative Assistants,41,Служащие общего профиля и обслуживающие офисную технику,529960,0.007119
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-9021.00,Data Entry Keyers,41,Служащие общего профиля и обслуживающие офисную технику,529960,0.007119
43-9022.00,Word Processors and Typists,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-9031.00,Desktop Publishers,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
43-9041.00,Insurance Claims and Policy Processing Clerks,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",41,Служащие общего профиля и обслуживающие офисную технику,529960,0.007119
43-9061.00,"Office Clerks, General",24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
43-9071.00,"Office Machine Operators, Except Computer",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
43-9081.00,Proofreaders and Copy Markers,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
43-9111.00,Statistical Assistants,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
43-9199.00,"Office and Administrative Support Workers, All Other",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",61,"Квалифицированные работники сельского хозяйства, производящие товарную продукцию",865205,0.011622
45-2011.00,Agricultural Inspectors,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
45-2021.00,Animal Breeders,51,Работники сферы индивидуальных услуг,3379517,0.045396
45-2041.00,"Graders and Sorters, Agricultural Products",43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
45-2091.00,Agricultural Equipment Operators,92,"Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства",253581,0.003406
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",92,"Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства",253581,0.003406
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",62,Товарные производители лесной и рыбной продукции и охотники,109832,0.001475
45-2099.00,"Agricultural Workers, All Other",92,"Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства",253581,0.003406
45-3031.00,Fishing and Hunting Workers,62,Товарные производители лесной и рыбной продукции и охотники,109832,0.001475
45-4011.00,Forest and Conservation Workers,92,"Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства",253581,0.003406
45-4021.00,Fallers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
45-4022.00,Logging Equipment Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
45-4023.00,Log Graders and Scalers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-1011.03,Solar Energy Installation Managers,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-2011.00,Boilermakers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
47-2021.00,Brickmasons and Blockmasons,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2022.00,Stonemasons,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2031.00,Carpenters,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2041.00,Carpet Installers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2043.00,Floor Sanders and Finishers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
47-2044.00,Tile and Stone Setters,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2051.00,Cement Masons and Concrete Finishers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2053.00,Terrazzo Workers and Finishers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2061.00,Construction Laborers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",83,Водители и операторы подвижного оборудования,6687464,0.089830
47-2072.00,Pile Driver Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
47-2073.00,Operating Engineers and Other Construction Equipment Operators,83,Водители и операторы подвижного оборудования,6687464,0.089830
47-2081.00,Drywall and Ceiling Tile Installers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2111.00,Electricians,74,Рабочие в области электротехники и электроники,1113574,0.014958
47-2121.00,Glaziers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2132.00,"Insulation Workers, Mechanical",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2141.00,"Painters, Construction and Maintenance",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2142.00,Paperhangers,96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
47-2151.00,Pipelayers,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2152.04,Solar Thermal Installers and Technicians,74,Рабочие в области электротехники и электроники,1113574,0.014958
47-2161.00,Plasterers and Stucco Masons,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2171.00,Reinforcing Iron and Rebar Workers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
47-2181.00,Roofers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-2211.00,Sheet Metal Workers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
47-2221.00,Structural Iron and Steel Workers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
47-2231.00,Solar Photovoltaic Installers,74,Рабочие в области электротехники и электроники,1113574,0.014958
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-3012.00,Helpers--Carpenters,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-3013.00,Helpers--Electricians,74,Рабочие в области электротехники и электроники,1113574,0.014958
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-3016.00,Helpers--Roofers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-3019.00,"Helpers, Construction Trades, All Other",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-4011.00,Construction and Building Inspectors,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-4011.01,Energy Auditors,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-4021.00,Elevator and Escalator Installers and Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
47-4031.00,Fence Erectors,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-4041.00,Hazardous Materials Removal Workers,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-4051.00,Highway Maintenance Workers,83,Водители и операторы подвижного оборудования,6687464,0.089830
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,31,Специалисты-техники в области науки и техники,3597016,0.048317
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
47-4091.00,Segmental Pavers,83,Водители и операторы подвижного оборудования,6687464,0.089830
47-4099.03,Weatherization Installers and Technicians,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-5011.00,"Derrick Operators, Oil and Gas",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5012.00,"Rotary Drill Operators, Oil and Gas",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5013.00,"Service Unit Operators, Oil and Gas",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",83,Водители и операторы подвижного оборудования,6687464,0.089830
47-5023.00,"Earth Drillers, Except Oil and Gas",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5041.00,Continuous Mining Machine Operators,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5043.00,"Roof Bolters, Mining",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5051.00,"Rock Splitters, Quarry",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
47-5071.00,"Roustabouts, Oil and Gas",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
47-5081.00,Helpers--Extraction Workers,93,"Неквалифицированные рабочие, занятые в горнодобывающей промышленности, строительстве, обрабатывающей промышленности и на транспорте",1020328,0.013706
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",31,Специалисты-техники в области науки и техники,3597016,0.048317
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",35,Специалисты-техники в области информационно-коммуникационных технологий (ИКТ),259808,0.003490
49-2091.00,Avionics Technicians,31,Специалисты-техники в области науки и техники,3597016,0.048317
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",31,Специалисты-техники в области науки и техники,3597016,0.048317
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",31,Специалисты-техники в области науки и техники,3597016,0.048317
49-2098.00,Security and Fire Alarm Systems Installers,31,Специалисты-техники в области науки и техники,3597016,0.048317
49-3011.00,Aircraft Mechanics and Service Technicians,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3021.00,Automotive Body and Related Repairers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
49-3022.00,Automotive Glass Installers and Repairers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
49-3023.00,Automotive Service Technicians and Mechanics,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3041.00,Farm Equipment Mechanics and Service Technicians,62,Товарные производители лесной и рыбной продукции и охотники,109832,0.001475
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3043.00,Rail Car Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-3051.00,Motorboat Mechanics and Service Technicians,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3052.00,Motorcycle Mechanics,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-3091.00,Bicycle Repairers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3092.00,Recreational Vehicle Service Technicians,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-3093.00,Tire Repairers and Changers,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
49-9011.00,Mechanical Door Repairers,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
49-9031.00,Home Appliance Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9041.00,Industrial Machinery Mechanics,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
49-9043.00,"Maintenance Workers, Machinery",72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-9044.00,Millwrights,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
49-9051.00,Electrical Power-Line Installers and Repairers,31,Специалисты-техники в области науки и техники,3597016,0.048317
49-9052.00,Telecommunications Line Installers and Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9061.00,Camera and Photographic Equipment Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9062.00,Medical Equipment Repairers,21,Специалисты в области науки и техники,3818533,0.051293
49-9063.00,Musical Instrument Repairers and Tuners,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
49-9064.00,Watch and Clock Repairers,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
49-9071.00,"Maintenance and Repair Workers, General",96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
49-9081.00,Wind Turbine Service Technicians,31,Специалисты-техники в области науки и техники,3597016,0.048317
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9092.00,Commercial Divers,31,Специалисты-техники в области науки и техники,3597016,0.048317
49-9094.00,Locksmiths and Safe Repairers,74,Рабочие в области электротехники и электроники,1113574,0.014958
49-9095.00,Manufactured Building and Mobile Home Installers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
49-9096.00,Riggers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
49-9097.00,Signal and Track Switch Repairers,43,Служащие в сфере обработки числовой информации и учета материальных ценностей,1081451,0.014527
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
49-9099.01,Geothermal Technicians,21,Специалисты в области науки и техники,3818533,0.051293
51-1011.00,First-Line Supervisors of Production and Operating Workers,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",82,Сборщики,427488,0.005742
51-2021.00,"Coil Winders, Tapers, and Finishers",81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-2022.00,Electrical and Electronic Equipment Assemblers,82,Сборщики,427488,0.005742
51-2023.00,Electromechanical Equipment Assemblers,31,Специалисты-техники в области науки и техники,3597016,0.048317
51-2031.00,Engine and Other Machine Assemblers,82,Сборщики,427488,0.005742
51-2041.00,Structural Metal Fabricators and Fitters,72,"Рабочие, занятые в металлообрабатывающем и машиностроительном производстве, механики и ремонтники",3873206,0.052027
51-2051.00,Fiberglass Laminators and Fabricators,81,Операторы промышленных установок и стационарного оборудования,1883204,0.025296
51-2061.00,Timing Device Assemblers and Adjusters,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-2092.00,Team Assemblers,71,"Рабочие, занятые в строительстве, и рабочие родственных занятий (за исключением электриков)",2412726,0.032409
51-2099.00,"Assemblers and Fabricators, All Other",73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
51-3011.00,Bakers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
51-3021.00,Butchers and Meat Cutters,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
